ID,Amt Requested,Amt Funded,Length,Monthly Pmt,Pmts to Date,State,Income,Open LoC,Total LoC,Employ,Purpose,FICO,Home,Utilization,Rate,D/I,Standing,Balance,Delinquent,Months
12086,4200,4200,36 months,144.88,144.5,CA,5000,2,6,1,Credit Card,716-750,Rent,97.00%,14.65%,3.82%,Currently paying,11250,0,
12087,9000,9000,36 months,293.16,585.24,IL,3750,17,37,10+,Consolidate Debt,716-750,Rent,72.70%,10.65%,23.39%,Currently paying,17081,0,
12088,20000,15107.5,36 months,678.46,24286.84,MN,4250,11,16,< 1,Car Loan,681-715,Rent,26.70%,13.47%,17.46%,Currently paying,8467,0,41
12089,4000,4000,36 months,140.55,139.8,PA,12916.67,14,31,10+,Consolidate Debt,660-680,Mortgage,86.30%,15.96%,6.78%,Currently paying,17844,0,
12090,20000,12761.1,36 months,666.3,21978.99,MO,5000,17,37,< 1,Consolidate Debt,716-750,Rent,82.10%,12.21%,23.44%,Currently paying,44887,0,
12091,3000,3000,36 months,98.92,493.15,NY,2881.67,4,5,3,Moving,681-715,Rent,44.30%,11.49%,6.35%,Currently paying,8546,0,
12092,9750,9750,36 months,319.16,10011.49,FL,3316.67,5,8,5,Consolidate Debt,681-715,Mortgage,64.60%,10.99%,11.73%,Paid,12408,0,
12093,7000,7000,60 months,174.69,3481,NY,5083.33,6,11,10+,Car Loan,681-715,Mortgage,97.00%,17.19%,10.45%,Currently paying,17663,0,
12094,5200,5200,60 months,129.99,516.48,Ill,3000,11,23,1,Credit Card,681-715,Rent,60.30%,17.27%,19.40%,Currently paying,5001,0,36
12095,10000,10000,36 months,330.76,329.98,TX,4750,8,15,2,Consolidate Debt,681-715,Rent,45.60%,11.71%,11.12%,Currently paying,5245,1,22
12096,4800,4800,36 months,158.27,157.62,MN,5000,9,32,10+,Credit Card,681-715,Mortgage,41.20%,11.49%,21.64%,Extremely late/charged off/default,7961,0,
12097,7025,7025,60 months,157.77,157.45,NC,1760,5,10,1,Other,681-715,Rent,73.00%,12.42%,10.34%,Currently paying,3721,0,
12098,5000,5000,36 months,163.98,5602.38,FL,4000,4,14,2,Other,716-750,Mortgage,38.90%,11.12%,6.65%,Paid,1556,1,20
12099,6000,6000,36 months,206.97,413.6,TX,4800,13,17,< 1,Other,660-680,Mortgage,52.90%,14.65%,23.42%,Currently paying,6193,0,
12100,5000,5000,36 months,161.06,5455.12,AL,1400,9,12,5,Other,716-750,Own,35.00%,9.88%,11.36%,Paid,3743,0,
12101,5500,5500,36 months,179.16,536.49,GA,3333.33,14,35,5,Consolidate Debt,681-715,Mortgage,53.50%,10.65%,13.50%,Currently paying,13662,0,39
12102,15000,14398.58,36 months,508.87,10670.1,NJ,3750,8,8,< 1,Major Appliance Purchase,681-715,Rent,65.20%,13.48%,11.04%,Currently paying,15392,0,
12103,6250,6250,60 months,133.94,1733.42,NJ,1250,12,35,n/a,Consolidate Debt,716-750,Rent,43.40%,10.37%,13.92%,Currently paying,6603,0,
12104,1500,1500,36 months,51.4,613.8,NC,2333.33,7,25,7,Home Improvement,660-680,Rent,41.10%,14.17%,22.24%,Currently paying,4066,0,34
12105,11000,11000,60 months,263.02,1565.4,SC,2000,6,11,6,small_business,716-750,Own,20.00%,15.23%,8.40%,Currently paying,2042,0,
12106,20000,20000,60 months,461.34,8269.2,CA,5000,14,31,10+,Consolidate Debt,716-750,Mortgage,55.70%,13.61%,11.76%,Currently paying,9687,0,
12107,29000,24325,60 months,784.39,2349.54,TX,4833.33,8,22,2,Home Improvement,681-715,Mortgage,92.20%,20.99%,11.73%,Extremely late/charged off/default,18256,2,5
12108,2000,2000,36 months,69.13,551.36,VA,5583.33,10,24,6,Consolidate Debt,660-680,Rent,90.80%,14.79%,15.92%,Currently paying,5720,0,51
12109,15250,15250,60 months,406.16,3640.86,CA,3750,13,20,3,Consolidate Debt,660-680,Own,59.80%,20.25%,19.15%,Currently paying,149,0,
12110,17000,17000,36 months,539.81,539.46,PA,8000,21,51,6,Consolidate Debt,716-750,Mortgage,9.40%,8.90%,12.78%,Currently paying,6904,0,55
12111,1450,1450,60 months,31.24,1558.68,AR,2000,6,11,5,Consolidate Debt,716-750,Own,41.90%,10.59%,29.00%,Paid,2096,0,
12112,20000,20000,36 months,658.23,13809.6,CA,4333.33,3,19,1,Consolidate Debt,781+,Rent,6.30%,11.36%,2.98%,Currently paying,553,0,
12113,6000,6000,60 months,145.79,579.84,NY,3291.67,7,11,10+,Consolidate Debt,681-715,Rent,66.60%,15.96%,8.93%,Currently paying,6786,0,27
12114,8500,8500,36 months,264.45,263.63,NM,2750,11,20,10+,Consolidate Debt,716-750,Rent,47.30%,7.51%,17.16%,Currently paying,12676,0,
12115,3000,3000,36 months,102.42,2966.41,Tex,16666.67,10,20,4,small_business,716-750,Mortgage,12.80%,13.92%,5.35%,Currently paying,5415,1,12
12116,8000,8000,36 months,260.59,780,PA,3568,5,8,< 1,Wedding,716-750,Rent,64.10%,10.65%,1.88%,Currently paying,1796,0,
12117,10000,10000,60 months,251.28,2998.8,GA,5166.67,6,9,3,small_business,660-680,Rent,32.90%,17.51%,16.55%,Currently paying,1845,0,
12118,3600,3600,36 months,125.21,871.08,CA,3333,5,7,n/a,Other,681-715,Rent,33.70%,15.23%,4.47%,Currently paying,3063,0,
12119,12000,12000,36 months,400.99,800.72,AR,4550,7,23,10+,Credit Card,681-715,Mortgage,94.50%,12.42%,14.00%,Currently paying,12007,0,
12120,9000,9000,36 months,285.95,7418.32,NY,2833.33,6,14,3,Car Loan,716-750,Rent,24.50%,8.94%,4.91%,Currently paying,2354,0,
12121,9250,9250,36 months,309.57,8038.09,NJ,5958.33,8,17,2,Consolidate Debt,681-715,Mortgage,79.20%,12.53%,13.83%,Currently paying,18463,0,
12122,20000,20000,60 months,451.9,1353.27,NJ,6666.67,12,24,2,small_business,716-750,Rent,42.20%,12.69%,5.23%,Currently paying,14733,0,37
12123,10000,10000,60 months,228.71,10743.31,WA,3571,5,17,< 1,Other,716-750,Rent,90.70%,13.23%,11.09%,Paid,18951,0,
12124,14500,14500,60 months,367.26,4030.95,GA,3400,14,25,1,Consolidate Debt,660-680,Rent,68.40%,17.88%,23.82%,Currently paying,18410,0,73
12125,8000,8000,60 months,186.07,1300.53,CA,8083.33,9,32,3,Consolidate Debt,681-715,Mortgage,72.10%,13.98%,3.13%,Extremely late/charged off/default,14424,0,47
12126,1800,1800,36 months,54.9,767.34,TX,3000,10,21,2,Wedding,716-750,Mortgage,58.40%,6.17%,19.97%,Currently paying,6716,0,
12127,7500,7500,36 months,241.97,1690.92,NJ,3900,9,12,6,Medical Expenses,681-715,Rent,60.40%,9.99%,12.46%,Currently paying,8635,0,
12128,9200,9200,60 months,186.02,3515.76,CT,1500,11,18,n/a,Home Improvement,781+,Mortgage,5.60%,7.88%,3.07%,Currently paying,2750,0,
12129,3000,0,36 months,66.95,2399.78,CA,2583.33,8,15,< 1,Home Improvement,660-680,Mortgage,60.60%,12.54%,3.02%,Paid,3574,0,39
12130,30000,30000,60 months,809.75,1617.68,NV,6000,13,32,4,Consolidate Debt,681-715,Mortgage,86.90%,20.89%,17.60%,Currently paying,29732,0,
12131,14000,14000,36 months,458.28,3197.25,FL,25833.33,11,18,10+,Major Appliance Purchase,681-715,Mortgage,85.00%,10.99%,12.83%,Currently paying,129557,0,
12132,1000,1000,36 months,33.62,1142.4,TX,2000,8,19,3,Other,681-715,Rent,38.40%,12.84%,24.35%,Currently paying,2533,0,
12133,2200,2200,36 months,74.64,74.35,CA,1250,3,4,n/a,Consolidate Debt,681-715,Rent,25.90%,13.48%,5.04%,Extremely late/charged off/default,1939,0,
12134,8000,8000,60 months,155.3,930.6,NC,5833,15,38,6,Other,751-780,Mortgage,21.10%,6.17%,19.34%,Extremely late/charged off/default,10834,0,
12135,14000,14000,60 months,316.26,4094.61,GA,3541.67,8,17,4,Consolidate Debt,681-715,Mortgage,78.40%,12.68%,10.08%,Currently paying,11292,0,
12136,11000,11000,36 months,369,1471.88,AR,3833.33,10,18,3,Consolidate Debt,681-715,Mortgage,79.50%,12.69%,15.10%,Currently paying,17414,1,20
12137,20000,20000,60 months,478.22,2854.5,GA,3916.67,14,38,4,Consolidate Debt,716-750,Rent,78.60%,15.23%,24.77%,Currently paying,14934,0,
12138,6000,6000,60 months,136.71,1356.9,AZ,7291,20,67,2,Wedding,681-715,Rent,84.50%,13.06%,23.44%,Currently paying,45063,0,
12139,1500,0,36 months,48.68,584.04,FL,2916.67,4,5,1,Consolidate Debt,681-715,Rent,0.20%,10.39%,13.17%,Extremely late/charged off/default,19,0,
12140,16000,8700,60 months,363.97,2541.35,Ill,4583.33,8,17,< 1,Consolidate Debt,716-750,Mortgage,89.50%,12.99%,19.11%,Currently paying,28198,0,
12141,15000,15000,36 months,522.43,12007.84,Tex,3166.67,11,16,10+,Credit Card,660-680,Mortgage,87.10%,15.33%,18.28%,Currently paying,14194,0,
12142,1750,1750,36 months,57.29,1367.28,FL,2500,9,23,3,Major Appliance Purchase,681-715,Mortgage,18.20%,10.99%,7.76%,Currently paying,1967,1,17
12143,24650,20900,60 months,518.19,3611.79,WA,3750,4,21,6,Consolidate Debt,716-750,Rent,41.10%,16.89%,21.65%,Currently paying,5141,0,
12144,4900,4900,60 months,115.19,1602.72,WA,1260,2,3,n/a,Medical Expenses,681-715,Own,47.70%,14.46%,5.32%,Currently paying,1908,0,
12145,25000,25000,36 months,832.5,22452.12,CA,3916.67,9,26,2,Consolidate Debt,751-780,Rent,58.10%,12.18%,16.67%,Currently paying,23602,0,
12146,13000,13000,36 months,445.98,14831.09,NY,2416.67,3,3,6,Other,681-715,Rent,7.70%,14.26%,13.37%,Paid,69,0,
12147,14400,14400,36 months,526.32,3678.85,FL,4700,15,33,7,Other,660-680,Rent,70.30%,18.79%,18.64%,Currently paying,19689,0,
12148,20000,20000,36 months,635.07,634.57,CA,4016.67,8,12,4,Consolidate Debt,716-750,Rent,54.70%,8.90%,17.15%,Currently paying,11534,0,
12149,1600,1462.08,36 months,55.51,1996.45,FL,2000,5,8,< 1,Major Appliance Purchase,660-680,Rent,96.00%,15.05%,14.15%,Paid,9603,0,
12150,3600,3600,36 months,109.57,109.45,CA,3900,7,12,10+,Household Expenses,751-780,Mortgage,44.10%,6.03%,11.28%,Currently paying,19078,0,
12151,1500,1500,36 months,50.63,1759.46,MI,4167,3,13,1,Other,681-715,Mortgage,0.00%,13.11%,2.14%,Paid,0,1,23
12152,4500,4500,36 months,150.96,150.22,NY,5833.33,8,9,5,Consolidate Debt,660-680,Rent,68.30%,12.69%,14.48%,Currently paying,11877,0,55
12153,12000,12000,60 months,283.28,1132.92,KS,3500,5,22,10+,Consolidate Debt,716-750,Rent,57.00%,14.65%,15.57%,Currently paying,6846,0,26
12154,12300,12300,36 months,401.18,5222.45,WA,2500,7,11,1,Consolidate Debt,681-715,Rent,85.00%,10.74%,21.80%,Currently paying,18690,0,
12155,28800,21100,60 months,778.98,7004.43,GA,7117,15,31,8,Consolidate Debt,660-680,Mortgage,37.00%,20.99%,16.78%,Currently paying,2476,3,14
12156,35000,35000,36 months,1229.81,2458.04,CA,13333.33,9,17,3,small_business,716-750,Mortgage,62.40%,15.96%,4.90%,Currently paying,23665,0,
12157,2500,2500,36 months,76.93,1788.81,KY,3200,6,24,9,Credit Card,751-780,Mortgage,31.90%,6.76%,4.38%,Currently paying,4342,0,
12158,6300,6300,36 months,203.02,405.72,VA,4083.33,10,25,10+,Credit Card,716-750,Rent,93.90%,9.91%,12.61%,Currently paying,14644,0,
12159,15000,15000,36 months,476.3,2502.48,CA,4166.67,5,9,4,Consolidate Debt,751-780,Rent,18.20%,8.90%,1.92%,Currently paying,4598,0,
12160,10000,10000,36 months,330.38,2634.08,Ill,2916.67,8,10,1,Medical Expenses,716-750,Rent,19.20%,11.63%,9.02%,Currently paying,1479,0,
12161,9000,8861.77,36 months,302.57,9376.57,MA,6166.67,13,15,9,Other,681-715,Rent,88.40%,12.84%,19.09%,Currently paying,24401,0,
12162,3500,3500,36 months,106.53,0,WA,2166.67,6,14,8,Major Appliance Purchase,751-780,Rent,18.20%,6.03%,2.68%,No payment due,3569,0,
12163,9050,9050,36 months,275.28,1376.15,CA,2500,10,22,3,Consolidate Debt,716-750,Rent,23.90%,5.99%,16.56%,Currently paying,4347,0,
12164,7100,7100,36 months,237.25,710.88,CA,2000,14,15,< 1,Consolidate Debt,681-715,Own,79.20%,12.42%,17.65%,Currently paying,10218,0,
12165,12000,12000,36 months,396.92,792.78,NJ,5166.67,5,15,10+,Consolidate Debt,681-715,Rent,90.90%,11.71%,6.74%,Currently paying,10725,0,
12166,5000,516.18,36 months,166.77,6003.39,AZ,4865,8,14,2,Major Appliance Purchase,660-680,Rent,50.00%,12.29%,5.24%,Paid,5073,0,51
12167,24000,24000,36 months,870.68,868.7,CA,17916.67,13,21,10+,Consolidate Debt,660-680,Rent,86.70%,18.25%,13.79%,Currently paying,36451,0,
12168,13250,13250,36 months,431.22,2584.32,WA,2775.07,14,45,< 1,Consolidate Debt,716-750,Rent,65.20%,10.59%,24.07%,Currently paying,7500,1,8
12169,10000,10000,36 months,326.16,3253.5,MN,3959,7,12,3,Consolidate Debt,681-715,Rent,84.60%,10.74%,10.23%,Currently paying,12612,0,
12170,10000,10000,36 months,339.31,3044.34,CA,3268,9,31,5,Consolidate Debt,681-715,Mortgage,47.10%,13.49%,9.94%,Currently paying,4196,0,
12171,6500,6500,60 months,152.16,303.02,NC,3851,9,31,n/a,Consolidate Debt,681-715,Mortgage,80.60%,14.27%,19.06%,Currently paying,16691,0,
12172,2000,2000,36 months,66.16,65.99,CA,4916.67,13,27,1,small_business,660-680,Rent,47.20%,11.71%,19.44%,Currently paying,12498,1,4
12173,10500,10500,60 months,251.62,5259.66,NY,3750,13,43,10+,Consolidate Debt,681-715,Mortgage,87.20%,15.33%,21.47%,Currently paying,24426,0,26
12174,6500,6500,36 months,196.04,2736.02,NY,5416.67,7,26,n/a,Consolidate Debt,781+,Mortgage,27.10%,5.42%,17.61%,Currently paying,6103,0,
12175,4000,4000,36 months,129.05,1798.58,MA,3333.33,9,22,2,Consolidate Debt,681-715,Rent,50.40%,9.99%,19.41%,Currently paying,5092,1,15
12176,8800,8800,36 months,300.12,7189.44,PA,3000,6,6,7,Credit Card,681-715,Own,92.70%,13.85%,12.77%,Currently paying,12326,0,
12177,10000,10000,36 months,304.36,608.28,CA,5000,8,19,10+,Major Appliance Purchase,781+,Mortgage,2.70%,6.03%,14.84%,Currently paying,1440,0,
12178,8000,5300,36 months,162.54,3429.27,CA,5416.67,5,22,7,Consolidate Debt,716-750,Rent,57.20%,6.54%,12.04%,Currently paying,15739,0,
12179,8500,8500,36 months,281.15,1121.48,NJ,6166.67,8,23,6,Credit Card,681-715,Rent,45.40%,11.71%,14.42%,Currently paying,6402,0,32
12180,5500,5500,36 months,180.05,4300.8,Ill,4073.33,8,25,2,Consolidate Debt,681-715,Rent,23.90%,10.99%,19.79%,Currently paying,6035,0,
12181,7000,7000,36 months,217.07,2813.46,TX,2730.75,4,7,3,Credit Card,716-750,Rent,49.50%,7.29%,7.29%,Currently paying,6831,0,
12182,10400,10400,36 months,361.9,720.92,NH,3167,11,20,10+,Consolidate Debt,660-680,Rent,63.20%,15.27%,19.58%,Currently paying,13017,0,
12183,3600,3600,36 months,112.65,0,CA,2912,4,9,5,Consolidate Debt,751-780,Rent,62.70%,7.90%,9.27%,No payment due,13606,0,
12184,19000,19000,36 months,623.27,17449.88,CA,4548.83,12,19,5,Consolidate Debt,751-780,Rent,22.10%,11.14%,19.83%,Currently paying,33809,0,
12185,9000,9000,36 months,279.92,2793.3,CA,6800,2,16,10+,Credit Card,781+,Mortgage,7.10%,7.49%,0.75%,Currently paying,1572,0,37
12186,2850,2850,36 months,86.69,519.84,MA,3300,20,28,5,Household Expenses,716-750,Rent,9.20%,5.99%,23.21%,Currently paying,6339,0,
12187,12000,12000,36 months,400.99,800.46,NY,5666.67,6,6,1,Consolidate Debt,681-715,Rent,91.20%,12.42%,5.19%,Currently paying,11219,0,
12188,7500,7500,36 months,271.11,0,NH,4166.67,12,17,10+,Credit Card,660-680,Mortgage,58.60%,17.99%,8.02%,No payment due,14129,0,31
12189,6200,6200,60 months,150.61,2391.52,GA,5333.33,14,16,2,Wedding,660-680,Rent,46.20%,15.95%,22.61%,Currently paying,14860,0,24
12190,12000,12000,36 months,389.24,12929.64,CA,5000,6,8,1,small_business,681-715,Rent,20.00%,10.36%,6.46%,Paid,3060,0,
12191,15000,15000,36 months,503.11,6520.67,NJ,6000,9,22,7,Consolidate Debt,681-715,Rent,78.30%,12.68%,22.70%,Currently paying,14172,1,23
12192,15000,15000,60 months,394.83,2362.32,NY,2500,5,12,7,Home Improvement,660-680,Rent,30.80%,19.69%,15.04%,Currently paying,2434,0,31
12193,5750,5750,36 months,192.86,6092.18,GA,3247.57,24,62,n/a,Consolidate Debt,681-715,Mortgage,4.10%,12.68%,4.00%,Paid,2944,0,50
12194,9600,9600,36 months,309.36,617.66,NC,2916.67,8,16,5,Consolidate Debt,681-715,Rent,79.00%,9.91%,16.49%,Currently paying,10980,0,
12195,2500,2500,36 months,78.91,2517.96,TX,12166.67,15,53,5,Medical Expenses,716-750,Mortgage,68.40%,8.49%,19.95%,Paid,42288,0,
12196,8000,8000,36 months,254.03,253.59,NC,4191.67,11,37,10+,Consolidate Debt,716-750,Mortgage,58.20%,8.90%,16.94%,Currently paying,18517,0,
12197,10000,10000,36 months,317.72,4145.63,Tex,2500,6,7,< 1,Consolidate Debt,716-750,Rent,17.30%,8.94%,5.60%,Extremely late/charged off/default,9152,0,
12198,4000,4000,36 months,124.45,248.32,NJ,3916.67,18,30,7,Consolidate Debt,751-780,Rent,4.40%,7.51%,15.63%,Currently paying,1625,0,
12199,12000,12000,60 months,240.4,1441.86,GA,5416.67,10,33,6,Consolidate Debt,751-780,Mortgage,5.30%,7.49%,9.60%,Currently paying,2479,0,
12200,10000,10000,60 months,214.3,2558.4,CT,3167,7,11,6,Consolidate Debt,716-750,Mortgage,29.10%,10.37%,8.08%,Currently paying,6099,0,
12201,1200,1200,60 months,24.27,483.4,NJ,2000,15,24,3,Consolidate Debt,781+,Rent,2.70%,7.88%,3.50%,Currently paying,1204,0,
12202,6000,6000,36 months,191.69,5915.73,CA,7940.83,15,39,5,Major Appliance Purchase,716-750,Mortgage,34.90%,9.32%,9.51%,Currently paying,31108,0,
12203,22000,22000,60 months,473.85,4248.99,MA,8125,9,16,3,Home Improvement,781+,Mortgage,14.00%,10.59%,10.49%,Currently paying,5064,0,
12204,6000,6000,36 months,185.24,1294.16,KY,3875,9,25,10+,Consolidate Debt,751-780,Rent,3.90%,6.99%,21.94%,Currently paying,498,0,
12205,16000,11650,60 months,245.36,2689.72,NY,9583.33,12,18,10+,Consolidate Debt,751-780,Own,22.20%,9.62%,16.53%,Extremely late/charged off/default,100385,0,
12206,3200,3200,36 months,104.75,626.58,TX,4250,13,20,2,Consolidate Debt,681-715,Rent,31.80%,10.99%,20.21%,Currently paying,10613,0,45
12207,2500,2500,36 months,83.87,250.38,OR,3541.67,6,21,< 1,Credit Card,660-680,Rent,84.80%,12.69%,13.50%,Currently paying,15444,0,37
12208,10000,10000,36 months,351.53,2798.32,Ill,9166.67,13,24,9,Credit Card,660-680,Mortgage,89.30%,15.99%,21.52%,Currently paying,63784,0,
12209,7000,7000,36 months,211.12,2946.58,CA,7500,13,30,n/a,Consolidate Debt,781+,Mortgage,7.40%,5.42%,6.67%,Currently paying,7221,0,
12210,5000,5000,36 months,167.84,2013.51,CA,11583,8,22,8,Other,681-715,Mortgage,92.70%,12.73%,8.12%,Extremely late/charged off/default,41421,0,
12211,18250,14600,60 months,360.42,4405.73,GA,5000,5,14,6,Consolidate Debt,681-715,Mortgage,94.80%,16.69%,14.78%,Extremely late/charged off/default,7395,1,7
12212,12000,12000,36 months,389.3,12104.6,AZ,5000,7,21,2,Credit Card,681-715,Rent,84.20%,10.37%,11.90%,Paid,15917,1,14
12213,6500,6500,36 months,219.36,0,CA,10000,7,34,1,Consolidate Debt,681-715,Rent,53.00%,13.11%,12.26%,No payment due,5941,0,33
12214,3800,3800,36 months,115.66,462.48,UT,7083.33,7,23,10+,Consolidate Debt,751-780,Mortgage,60.20%,6.03%,17.47%,Currently paying,22621,0,
12215,12000,12000,36 months,396.92,396.51,CT,3916.67,11,26,10+,Consolidate Debt,681-715,Rent,73.40%,11.71%,18.49%,Currently paying,7999,0,52
12216,12975,8200,36 months,252.86,3790.05,UT,8083.33,5,12,6,Wedding,716-750,Mortgage,49.10%,6.91%,10.18%,Currently paying,12218,0,
12217,15000,15000,60 months,368.37,16765.94,GA,5167,13,19,< 1,Consolidate Debt,681-715,Own,91.40%,16.45%,19.88%,Paid,15700,0,
12218,22000,22000,36 months,679.2,4753,CA,7500,16,33,10+,Credit Card,751-780,Mortgage,16.30%,6.99%,14.63%,Currently paying,11486,0,
12219,6000,6000,36 months,209.82,1673.04,FL,5416.67,9,21,3,small_business,660-680,Mortgage,82.20%,15.62%,10.97%,Currently paying,5343,0,58
12220,10000,10000,36 months,335.41,3345.1,LA,11200,6,10,3,small_business,681-715,Mortgage,87.70%,12.68%,20.04%,Currently paying,14650,0,
12221,10000,10000,36 months,337.45,10692.97,FL,4800,5,13,10+,Educational Expenses,716-750,Mortgage,15.00%,13.11%,10.83%,Paid,2341,0,54
12222,6400,1525,36 months,211.17,7701.97,NY,7916.67,7,11,5,Educational Expenses,660-680,Rent,23.20%,11.54%,1.83%,Late,11200,0,0
12223,7800,7800,36 months,240.53,3124.29,PA,6583.33,10,32,< 1,Consolidate Debt,716-750,Mortgage,51.40%,6.91%,15.05%,Currently paying,18970,0,
12224,11000,8495.86,60 months,241.87,4337.93,Tex,3416.67,13,21,2,Consolidate Debt,716-750,Rent,34.00%,11.49%,18.76%,Currently paying,12516,1,16
12225,10000,10000,36 months,335.67,11178.39,Tex,6500,14,23,10+,Consolidate Debt,681-715,Mortgage,25.10%,12.73%,16.15%,Paid,3466,0,39
12226,10000,10000,36 months,349.51,5578.88,Ill,2825,10,13,6,Consolidate Debt,660-680,Rent,65.00%,15.58%,12.21%,Currently paying,9554,0,
12227,4300,4300,36 months,140.25,1398.9,FL,3333.33,6,7,< 1,Credit Card,681-715,Own,70.20%,10.74%,6.09%,Currently paying,5476,0,
12228,12000,12000,36 months,424.53,14707.9,CA,3258.25,6,8,2,Consolidate Debt,660-680,Mortgage,42.70%,16.45%,3.10%,Paid,4278,0,
12229,12000,12000,36 months,389.3,3890.3,NJ,5083.33,8,24,3,Consolidate Debt,681-715,Rent,44.70%,10.37%,10.41%,Currently paying,8443,0,37
12230,11500,11500,36 months,356.62,4625.14,NV,2083.33,5,19,4,Credit Card,781+,Mortgage,41.80%,7.29%,19.44%,Currently paying,16308,0,
12231,10625,10625,36 months,350.32,3145.14,FL,1400,2,12,n/a,Home Improvement,716-750,Rent,72.60%,11.49%,3.29%,Currently paying,1234,0,25
12232,6500,6500,36 months,205.47,6546.73,CA,3996,4,15,< 1,Medical Expenses,781+,Mortgage,27.40%,8.59%,4.83%,Paid,1369,0,
12233,3000,3000,36 months,100.64,300.9,OH,3266,10,16,n/a,Other,681-715,Mortgage,56.50%,12.69%,22.23%,Currently paying,24123,0,
12234,15000,15000,60 months,348.95,3135.69,NJ,10125,14,30,2,Major Appliance Purchase,716-750,Rent,50.50%,13.99%,25.73%,Currently paying,15496,0,
12235,10000,10000,36 months,339.89,6430.17,WA,4970.83,4,21,10+,Consolidate Debt,681-715,Mortgage,82.50%,13.61%,9.17%,Currently paying,5054,0,41
12236,20000,20000,36 months,648.83,8431.02,NY,41666.67,13,33,1,Home Improvement,751-780,Mortgage,28.30%,10.37%,8.71%,Currently paying,19702,0,
12237,6000,6000,36 months,193.58,2155.87,NY,5833.33,6,7,< 1,Consolidate Debt,716-750,Rent,19.90%,9.99%,4.22%,Currently paying,2587,0,
12238,6000,6000,60 months,144.8,1733.88,NC,2080,7,8,2,Other,681-715,Rent,95.50%,15.65%,20.29%,Currently paying,3198,0,
12239,2500,2500,36 months,80.23,1120.84,CA,2083.33,2,5,9,Major Appliance Purchase,716-750,Own,42.50%,9.62%,2.30%,Currently paying,1063,0,
12240,17000,12954.16,36 months,576.69,20536.96,PA,3606.25,5,12,4,Consolidate Debt,681-715,Rent,73.70%,13.47%,13.03%,Paid,17088,0,
12241,21600,21600,60 months,592.53,1774.74,GA,6908.33,7,25,7,Home Improvement,660-680,Mortgage,93.00%,21.67%,12.49%,Currently paying,14501,0,
12242,30000,30000,60 months,734.18,0,MA,12000,15,38,1,Consolidate Debt,716-750,Mortgage,47.10%,16.29%,17.72%,No payment due,102916,0,
12243,20000,20000,60 months,499.96,994.26,VA,6666.67,11,30,10+,Consolidate Debt,681-715,Mortgage,60.30%,17.27%,15.06%,Currently paying,21592,0,
12244,6500,6500,36 months,215,214.33,CA,3500,6,24,n/a,Consolidate Debt,681-715,Rent,93.00%,11.71%,7.00%,Currently paying,6419,0,54
12245,8000,8000,36 months,246.99,1726.83,FL,5416.67,7,21,10+,Wedding,751-780,Mortgage,33.70%,6.99%,15.21%,Currently paying,5218,1,20
12246,5000,5000,36 months,155.05,5221.8,CA,5000,3,8,1,small_business,751-780,Mortgage,2.70%,7.29%,0.50%,Paid,338,0,
12247,5275,5250,36 months,165.47,5504.75,NC,4583.33,13,32,1,Other,781+,Mortgage,19.20%,8.07%,12.00%,Paid,12430,0,0
12248,8000,8000,36 months,289.18,2597.67,MD,2500,5,8,n/a,Car Loan,660-680,Rent,75.90%,17.99%,7.28%,Currently paying,8886,0,
12249,6000,6000,36 months,186.67,2230.8,VA,7083,12,21,5,Other,716-750,Rent,35.20%,7.51%,16.14%,Extremely late/charged off/default,4997,0,
12250,18000,18000,36 months,610.75,610.06,CA,10833.33,10,26,< 1,Consolidate Debt,681-715,Rent,95.90%,13.49%,13.26%,Currently paying,15914,0,
12251,18000,18000,60 months,406.71,808.52,MI,6000,8,22,4,Consolidate Debt,716-750,Mortgage,50.30%,12.69%,20.20%,Currently paying,16518,0,
12252,20000,3275,36 months,677.36,23809.74,OH,4333,15,23,10+,Consolidate Debt,681-715,Rent,68.60%,13.36%,18.19%,Paid,26282,0,
12253,5975,5975,36 months,201.3,1606.48,DE,2200,7,17,5,Consolidate Debt,660-680,Mortgage,85.40%,12.99%,6.68%,Currently paying,3758,1,19
12254,4900,4900,36 months,149.14,447.27,MO,3500,11,24,5,Wedding,751-780,Mortgage,6.50%,6.03%,12.49%,Currently paying,4894,0,
12255,7800,7800,36 months,251.65,1502.64,TX,6666.67,10,31,2,Credit Card,716-750,Rent,47.30%,9.99%,21.95%,Currently paying,10130,0,
12256,12000,12000,60 months,296.75,885.06,IL,7750,17,40,10+,Consolidate Debt,681-715,Mortgage,93.80%,16.77%,19.81%,Currently paying,77839,0,
12257,12250,12250,36 months,422.2,9274.54,MA,2500,13,30,2,Consolidate Debt,660-680,Rent,56.00%,14.59%,17.88%,Currently paying,13554,0,
12258,8400,8400,60 months,202.36,8957.26,CA,4000,5,13,1,Consolidate Debt,660-680,Rent,77.30%,15.57%,11.45%,Paid,11670,0,
12259,2800,2800,36 months,87.31,952.27,CA,3083.33,10,10,2,Consolidate Debt,716-750,Own,51.60%,7.66%,4.96%,Currently paying,4120,0,
12260,7925,7925,60 months,177.98,888.85,Ill,2053,14,23,9,Consolidate Debt,716-750,Rent,65.30%,12.42%,28.20%,Currently paying,13379,0,
12261,3000,3000,36 months,0,0,FL,2600,6,8,< 1,Consolidate Debt,681-715,Rent,92.90%,13.11%,15.42%,No payment due,6877,0,
